"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"175152000","350","350","350"
"175160704","400","400","400"
"175181056","380","380","380"
"175186304","420","420","420"
"175195904","485","485","485"
"175199104","710","710","710"
"175288704","950","950","950"
"175304704","490","490","490"
"175306240","600","600","600"
"175322112","470","470","470"
"175337856","385","385","385"
"175344384","390","390","390"
"175363072","250","250","250"
"175372928","370","370","370"
"175381248","250","250","250"
"175411584","296.6666564941406","296.6666564941406","296.6666564941406"
"175430784","420","420","420"
"175465600","380","380","380"
"175495680","350","350","350"
"175560320","426.6666564941406","426.6666564941406","426.6666564941406"
"175614464","440","440","440"
"175622272","865","865","865"
"175622656","270","270","270"
"175633024","870","870","870"
"175633408","330","330","330"
"175719680","325","325","325"
"175796224","356.6666564941406","356.6666564941406","356.6666564941406"
"175826048","420","420","420"
"175836800","300","300","300"
"175862784","270","270","270"
"175871360","430","430","430"
"175873664","280","280","280"
"175897600","370","370","370"
"175899392","300","300","300"
"175902720","290","290","290"
"175907072","300","300","300"
"175911168","1110","1110","1110"
"175960064","700","700","700"
"175983616","250","250","250"
"175992320","280","280","280"
"176000000","670","670","670"
"176006528","300","300","300"
"176010752","615","615","615"
"176018304","365","365","365"
"176030208","1065","1065","1065"
"176040064","550","550","550"
"176083712","200","200","200"
"176087936","290","290","290"
"176104576","410","410","410"
"176106752","500","500","500"
"176117632","310","310","310"
"176128128","290","290","290"
"176163968","340","340","340"
"176178816","1040","1040","1040"
"176180736","520","520","520"
"176195456","440","440","440"
"176215168","340","340","340"
"176231168","390","390","390"
"176283776","710","710","710"
"176297600","300","300","300"
"176307456","780","780","780"
"176382848","310","310","310"
"176384128","220","220","220"
"176392448","690","690","690"
"176408832","240","240","240"
"176416896","420","420","420"
"176417792","360","360","360"
"176421632","330","330","330"
"176440832","530","530","530"
"176471808","330","330","330"
"176486528","490","490","490"
"176488448","660","660","660"
"176497024","405","405","405"
"176513536","310","310","310"
"176523520","380","380","380"
"176525824","330","330","330"
"176533504","610","610","610"
"176536576","450","450","450"
"176539392","580","580","580"
"176561024","690","690","690"
"176578944","780","780","780"
"176602496","315","315","315"
"176650624","280","280","280"
"176773120","275","275","275"
"176773504","310","310","310"
"176774528","350","350","350"
"176845696","270","270","270"
"176855296","360","360","360"
"176942080","410","410","410"
"176947584","305","305","305"
"176948480","325","325","325"
"176950400","350","350","350"
"176961664","700","700","700"
"176962688","430","430","430"
"176973184","316.6666564941406","316.6666564941406","316.6666564941406"
"176997376","330","330","330"
"177003648","450","450","450"
"177005952","380","380","380"
"177010304","370","370","370"
"177010816","300","300","300"
"177015936","450","450","450"
"177028480","720","720","720"
"177043456","376.6666564941406","376.6666564941406","376.6666564941406"
"177051520","450","450","450"
"177087104","670","670","670"
"177094016","310","310","310"
"177156352","445","445","445"
"177159808","310","310","310"
"177171968","465","465","465"
"177292160","320","320","320"
"177299328","440","440","440"
"177301632","630","630","630"
"177305856","360","360","360"
"177326720","360","360","360"
"177344768","290","290","290"
"177355136","220","220","220"
"177387264","475","475","475"
"177397504","180","180","180"
"177415936","770","770","770"
"177446528","480","480","480"
"177446912","385","385","385"
"177453440","610","610","610"
"177467008","440","440","440"
"177470976","375","375","375"
"177514880","430","430","430"
"177521920","1140","1140","1140"
"177638272","260","260","260"
"177659392","390","390","390"
"177663360","800","800","800"
"177672960","1070","1070","1070"
"177727104","250","250","250"
"177740288","330","330","330"
"177760000","1190","1190","1190"
"177770496","760","760","760"
"177774848","750","750","750"
"177836672","380","380","380"
"177844480","1120","1120","1120"
"177859456","400","400","400"
"177866368","370","370","370"
"177926528","490","490","490"
"177943296","260","260","260"
"177950464","320","320","320"
"177984640","360","360","360"
"178041728","1100","1100","1100"
"178113024","460","460","460"
"178119168","280","280","280"
"178134272","390","390","390"
"178144256","550","550","550"
"178172800","400","400","400"
"178174592","320","320","320"
"178176640","405","405","405"
"178190848","290","290","290"
"178200960","840","840","840"
"178233344","715","715","715"
"178244224","630","630","630"
"178249216","553.3333129882812","553.3333129882812","553.3333129882812"
"178263424","345","345","345"
"178288256","420","420","420"
"178310272","730","730","730"
"178317568","465","465","465"
"178355072","430","430","430"
"178409216","270","270","270"
"178424576","350","350","350"
"178443776","380","380","380"
"178496000","260","260","260"
"178501120","820","820","820"
"178524544","1750","1750","1750"
"178572160","370","370","370"
"178584576","780","780","780"
"178613760","310","310","310"
"178634752","600","600","600"
"178638848","485","485","485"
"178644480","410","410","410"
"178646528","330","330","330"
"178682368","460","460","460"
"178682624","1420","1420","1420"
"178714880","330","330","330"
"178743552","330","330","330"
"178749440","310","310","310"
"178769408","433.3333435058594","433.3333435058594","433.3333435058594"
"178780800","400","400","400"
"178784768","200","200","200"
"178808320","560","560","560"
"178812288","340","340","340"
"178824576","360","360","360"
"178839168","390","390","390"
"178841728","340","340","340"
"178849920","960","960","960"
"178855168","280","280","280"
"178897792","436.6666564941406","436.6666564941406","436.6666564941406"
"178906880","290","290","290"
"178937856","596.6666870117188","596.6666870117188","596.6666870117188"
"178962176","370","370","370"
"179007360","280","280","280"
"179016320","550","550","550"
"179034624","640","640","640"
"179056512","440","440","440"
"179062400","360","360","360"
"179151488","950","950","950"
"179266560","670","670","670"
"179286784","410","410","410"
"179308672","680","680","680"
"179317376","380","380","380"
"179372544","360","360","360"
"179380480","750","750","750"
"179383808","430","430","430"
"179385984","300","300","300"
"179442560","316.6666564941406","316.6666564941406","316.6666564941406"
"179452928","470","470","470"
"179463552","300","300","300"
"179497728","380","380","380"
"179498624","325","325","325"
"179514624","560","560","560"
"179515520","290","290","290"
"179515776","300","300","300"
"179559424","450","450","450"
"179576832","290","290","290"
"179585664","300","300","300"
"179589888","540","540","540"
"179616640","330","330","330"
"179636224","350","350","350"
"179650688","380","380","380"
"179690368","270","270","270"
"179702656","360","360","360"
"179728640","620","620","620"
"179756288","350","350","350"
"179763712","275","275","275"
"179786368","440","440","440"
"179804672","530","530","530"
"179830400","350","350","350"
"179849984","1300","1300","1300"
"179854976","280","280","280"
"179856256","420","420","420"
"179901056","360","360","360"
"179919616","380","380","380"
"179931392","545","545","545"
"179933312","490","490","490"
"179960576","725","725","725"
"179963264","406.6666564941406","406.6666564941406","406.6666564941406"
"179981312","410","410","410"
"179987840","320","320","320"
"179988608","575","575","575"
"180009472","430","430","430"
"180017664","540","540","540"
"180026240","305","305","305"
"180033408","300","300","300"
"180046720","520","520","520"
"180086272","726.6666870117188","726.6666870117188","726.6666870117188"
"180102400","730","730","730"
"180108800","440","440","440"
"180164096","505","505","505"
"180304640","290","290","290"
"180348544","320","320","320"
"180376832","413.3333435058594","413.3333435058594","413.3333435058594"
"180401152","560","560","560"
"180406656","420","420","420"
"180443520","440","440","440"
"180450688","240","240","240"
"180456960","280","280","280"
"180459392","970","970","970"
"180502144","320","320","320"
"180527360","220","220","220"
"180537984","220","220","220"
"180550656","300","300","300"
"180556032","390","390","390"
"180625408","400","400","400"
"180641664","350","350","350"
"180675072","460","460","460"
"180684416","420","420","420"
"180684672","490","490","490"
"180684800","315","315","315"
"180700160","440","440","440"
"180729984","445","445","445"
"180733568","900","900","900"
"180760704","320","320","320"
"180762496","380","380","380"
"180788736","390","390","390"
"180829824","340","340","340"
"180882176","480","480","480"
"180909696","475","475","475"
"180942592","685","685","685"
"180951808","300","300","300"
"181005952","590","590","590"
"181010176","320","320","320"
"181049344","600","600","600"
"181063168","390","390","390"
"181065856","340","340","340"
"181072000","450","450","450"
"181072896","700","700","700"
"181084544","430","430","430"
"181098752","350","350","350"
"181119104","550","550","550"
"181154688","260","260","260"
"181172480","450","450","450"
"181209472","360","360","360"
"181217024","373.3333435058594","373.3333435058594","373.3333435058594"
"181232128","580","580","580"
"181232896","370","370","370"
"181235840","310","310","310"
"181251200","300","300","300"
"181259008","280","280","280"
"181274624","350","350","350"
"181327232","565","565","565"
"181336448","390","390","390"
"181377152","1830","1830","1830"
"181394432","390","390","390"
"181437952","430","430","430"
"181444480","360","360","360"
"181455104","220","220","220"
"181456768","370","370","370"
"181460736","390","390","390"
"181465728","305","305","305"
"181494400","420","420","420"
"181496064","490","490","490"
"181521792","380","380","380"
"181585664","400","400","400"
"181589504","455","455","455"
"181598080","380","380","380"
"181602304","330","330","330"
"181604224","270","270","270"
"181616128","350","350","350"
"181616384","690","690","690"
"181674496","470","470","470"
"181680640","315","315","315"
"181702656","350","350","350"
"181711488","280","280","280"
"181720320","650","650","650"
"181736960","465","465","465"
"181752192","460","460","460"
"181774976","400","400","400"
"181777408","330","330","330"
"181818880","680","680","680"
"181836160","790","790","790"
"181837312","330","330","330"
"181888768","330","330","330"
"181889408","365","365","365"
