"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"150956672","2310","2310","2310"
"150965120","2260","2260","2260"
"151004800","2440","2440","2440"
"151018368","1705","1705","1705"
"151021952","1310","1310","1310"
"151042048","1900","1900","1900"
"151094016","1430","1430","1430"
"151113344","1750","1750","1750"
"151152000","1930","1930","1930"
"151209984","2110","2110","2110"
"151210240","1820","1820","1820"
"151213056","1690","1690","1690"
"151241472","1980","1980","1980"
"151268352","1690","1690","1690"
"151298688","1630","1630","1630"
"151301376","1460","1460","1460"
"151320320","1960","1960","1960"
"151328384","1460","1460","1460"
"151329664","1440","1440","1440"
"151341440","1980","1980","1980"
"151345408","1900","1900","1900"
"151349504","1500","1500","1500"
"151363456","2360","2360","2360"
"151365376","2150","2150","2150"
"151389312","1830","1830","1830"
"151392128","2330","2330","2330"
"151419648","2120","2120","2120"
"151436928","2020","2020","2020"
"151475968","1300","1300","1300"
"151520128","1890","1890","1890"
"151524096","2230","2230","2230"
"151526912","1900","1900","1900"
"151548928","1855","1855","1855"
"151550464","2220","2220","2220"
"151551360","1620","1620","1620"
"151565056","1740","1740","1740"
"151569920","2100","2100","2100"
"151577472","2090","2090","2090"
"151583104","1830","1830","1830"
"151614848","1590","1590","1590"
"151618048","1880","1880","1880"
"151638144","1880","1880","1880"
"151662592","1680","1680","1680"
"151677440","1500","1500","1500"
"151679872","1750","1750","1750"
"151685376","1840","1840","1840"
"151747840","1180","1180","1180"
"151761792","1950","1950","1950"
"151778944","2050","2050","2050"
"151786624","1765","1765","1765"
"151793664","1815","1815","1815"
"151800960","1700","1700","1700"
"151825920","2280","2280","2280"
"151841280","2015","2015","2015"
"151873408","1730","1730","1730"
"151876224","2530","2530","2530"
"151884672","1770","1770","1770"
"151915520","1900","1900","1900"
"151922432","1790","1790","1790"
"151943680","1540","1540","1540"
"151964544","1910","1910","1910"
"152003072","2240","2240","2240"
"152007552","1850","1850","1850"
"152041728","1890","1890","1890"
"152063488","2005","2005","2005"
"152063616","2290","2290","2290"
"152071552","2430","2430","2430"
"152080384","1410","1410","1410"
"152096512","2220","2220","2220"
"152174848","1920","1920","1920"
"152179968","2300","2300","2300"
"152228352","2160","2160","2160"
"152244608","1650","1650","1650"
"152252928","2000","2000","2000"
"152256768","1510","1510","1510"
"152259584","1630","1630","1630"
"152285440","2000","2000","2000"
"152289024","1715","1715","1715"
"152321792","2110","2110","2110"
"152351360","1580","1580","1580"
"152409216","1930","1930","1930"
"152410752","1770","1770","1770"
"152417024","1840","1840","1840"
"152435200","2070","2070","2070"
"152454528","1845","1845","1845"
"152460032","1950","1950","1950"
"152471168","1900","1900","1900"
"152478592","2290","2290","2290"
"152492032","1990","1990","1990"
"152511104","2300","2300","2300"
"152514432","2280","2280","2280"
"152515200","1550","1550","1550"
"152533760","1770","1770","1770"
"152631936","1720","1720","1720"
"152640128","1680","1680","1680"
"152664704","1800","1800","1800"
"152667008","2210","2210","2210"
"152692096","1580","1580","1580"
"152699776","1960","1960","1960"
"152735104","1500","1500","1500"
"152747520","1630","1630","1630"
"152755200","2200","2200","2200"
"152769152","1690","1690","1690"
"152788608","2290","2290","2290"
"152797056","2080","2080","2080"
"152823296","2190","2190","2190"
"152871296","1850","1850","1850"
"152889728","1500","1500","1500"
"152899328","1670","1670","1670"
"152905728","1700","1700","1700"
"152929792","2290","2290","2290"
"152952064","1610","1610","1610"
"152953984","1790","1790","1790"
"152955520","1985","1985","1985"
"152956032","2030","2030","2030"
"152959744","2020","2020","2020"
"152982528","2630","2630","2630"
"152994816","1760","1760","1760"
"153038720","2120","2120","2120"
"153073664","1890","1890","1890"
"153075968","2010","2010","2010"
"153106176","2000","2000","2000"
"153115776","1970","1970","1970"
"153127680","1660","1660","1660"
"153149184","1920","1920","1920"
"153157248","1950","1950","1950"
"153172096","2340","2340","2340"
"153180800","1860","1860","1860"
"153181696","1270","1270","1270"
"153191936","1640","1640","1640"
"153208192","2350","2350","2350"
"153218048","1830","1830","1830"
"153245824","2010","2010","2010"
"153248640","1780","1780","1780"
"153264384","1940","1940","1940"
"153312256","1770","1770","1770"
"153360000","1770","1770","1770"
"153363328","2600","2600","2600"
"153413760","1910","1910","1910"
"153420160","1390","1390","1390"
"153428736","1450","1450","1450"
"153440384","1490","1490","1490"
"153460864","1950","1950","1950"
"153512192","1730","1730","1730"
"153517824","1902.5","1902.5","1902.5"
"153556864","1810","1810","1810"
"153570944","2100","2100","2100"
"153584896","1200","1200","1200"
"153623424","1610","1610","1610"
"153656576","1900","1900","1900"
"153705728","2070","2070","2070"
"153714304","2160","2160","2160"
"153745536","1720","1720","1720"
"153752832","1560","1560","1560"
"153753984","2220","2220","2220"
"153760128","1870","1870","1870"
"153787008","1840","1840","1840"
"153799040","2270","2270","2270"
"153875968","2260","2260","2260"
"153879296","1810","1810","1810"
"153879808","1580","1580","1580"
"153892608","2580","2580","2580"
"153905536","2050","2050","2050"
"153918208","1930","1930","1930"
"153928320","1490","1490","1490"
"154006400","2040","2040","2040"
"154006784","2040","2040","2040"
"154041344","2150","2150","2150"
"154059264","1690","1690","1690"
"154062080","2400","2400","2400"
"154068096","1270","1270","1270"
"154079744","1760","1760","1760"
"154106624","1710","1710","1710"
"154151552","1760","1760","1760"
"154173824","1860","1860","1860"
"154196352","2060","2060","2060"
"154235264","1730","1730","1730"
"154268416","1710","1710","1710"
"154275840","1650","1650","1650"
"154288384","1790","1790","1790"
"154324480","2010","2010","2010"
"154330112","2005","2005","2005"
"154353920","1690","1690","1690"
"154371200","1810","1810","1810"
"154397184","2140","2140","2140"
"154408832","2190","2190","2190"
"154493440","1450","1450","1450"
"154511488","1945","1945","1945"
"154512896","2120","2120","2120"
"154555136","1845","1845","1845"
"154632576","2290","2290","2290"
"154632960","2180","2180","2180"
"154678400","1830","1830","1830"
"154694016","1800","1800","1800"
"154694400","1580","1580","1580"
"154698240","2050","2050","2050"
"154700288","1840","1840","1840"
"154710912","1860","1860","1860"
"154730240","1810","1810","1810"
"154741632","1740","1740","1740"
"154756992","1650","1650","1650"
"154770944","2080","2080","2080"
"154794880","2330","2330","2330"
"154802560","1820","1820","1820"
"154833664","1540","1540","1540"
"154859392","1870","1870","1870"
"154867328","2045","2045","2045"
"154876928","2040","2040","2040"
"154877312","1900","1900","1900"
"154885248","2110","2110","2110"
"154923520","2340","2340","2340"
"154926976","1590","1590","1590"
"154962048","1740","1740","1740"
"154964864","2270","2270","2270"
"154983552","1970","1970","1970"
"154994432","2390","2390","2390"
"154995840","1810","1810","1810"
"154997760","1460","1460","1460"
"154998912","2225","2225","2225"
"155018880","2450","2450","2450"
"155059200","2230","2230","2230"
"155126016","2090","2090","2090"
"155149312","2420","2420","2420"
"155150464","2250","2250","2250"
"155239936","2050","2050","2050"
"155269888","1940","1940","1940"
"155309568","2490","2490","2490"
"155331584","1920","1920","1920"
"155341696","1650","1650","1650"
"155354368","2000","2000","2000"
"155374208","1820","1820","1820"
"155413376","2130","2130","2130"
"155423744","2600","2600","2600"
"155464448","2190","2190","2190"
"155471232","1950","1950","1950"
"155473024","1860","1860","1860"
"155513088","2190","2190","2190"
"155518720","1970","1970","1970"
"155541120","1620","1620","1620"
"155558272","1780","1780","1780"
"155565952","2060","2060","2060"
"155568000","2000","2000","2000"
"155572608","2140","2140","2140"
"155589504","1580","1580","1580"
"155629696","2110","2110","2110"
"155635968","1440","1440","1440"
"155658368","1990","1990","1990"
"155658496","2220","2220","2220"
"155665536","1900","1900","1900"
"155680896","1890","1890","1890"
"155682176","2320","2320","2320"
"155700096","1610","1610","1610"
"155704192","1890","1890","1890"
"155709952","2230","2230","2230"
"155770240","1890","1890","1890"
"155820416","2170","2170","2170"
"155843456","1950","1950","1950"
"155850240","1960","1960","1960"
"155867136","1580","1580","1580"
"155876224","1480","1480","1480"
"155903488","2000","2000","2000"
"155904896","1940","1940","1940"
"155914368","2010","2010","2010"
"155951104","1640","1640","1640"
"156006400","2290","2290","2290"
"156011392","1440","1440","1440"
"156019200","1900","1900","1900"
"156036096","1805","1805","1805"
"156042624","1670","1670","1670"
"156051072","1500","1500","1500"
"156052736","1430","1430","1430"
"156059904","2190","2190","2190"
"156073728","2250","2250","2250"
"156099072","1850","1850","1850"
"156103424","1890","1890","1890"
"156126720","1770","1770","1770"
"156129152","1560","1560","1560"
"156134016","1680","1680","1680"
"156178688","1700","1700","1700"
"156185856","1850","1850","1850"
"156212608","2065","2065","2065"
"156219392","1800","1800","1800"
"156226944","1870","1870","1870"
"156233728","1620","1620","1620"
"156236288","1740","1740","1740"
"156263296","1940","1940","1940"
"156264960","2010","2010","2010"
"156272896","1970","1970","1970"
"156314240","2000","2000","2000"
"156326016","1610","1610","1610"
"156355456","1600","1600","1600"
"156366592","2300","2300","2300"
"156371712","1160","1160","1160"
"156374016","1940","1940","1940"
"156402688","2200","2200","2200"
"156449920","1960","1960","1960"
"156472320","2180","2180","2180"
"156485760","1910","1910","1910"
"156496256","1970","1970","1970"
"156513024","1940","1940","1940"
"156522880","1750","1750","1750"
"156538880","1830","1830","1830"
"156541696","1790","1790","1790"
"156546048","1910","1910","1910"
"156561152","1680","1680","1680"
"156595840","1990","1990","1990"
"156601344","1680","1680","1680"
"156653184","1830","1830","1830"
"156659072","1530","1530","1530"
"156659840","1460","1460","1460"
"156664576","1860","1860","1860"
"156674816","1965","1965","1965"
"156677888","2070","2070","2070"
"156706560","2020","2020","2020"
"156716800","2100","2100","2100"
"156749824","1830","1830","1830"
"156767488","1520","1520","1520"
"156768768","1890","1890","1890"
"156777984","1520","1520","1520"
"156781440","2460","2460","2460"
"156811264","1550","1550","1550"
"156820096","1710","1710","1710"
"156820992","2070","2070","2070"
"156840448","2230","2230","2230"
"156840960","2090","2090","2090"
"156850944","1680","1680","1680"
"156851584","1740","1740","1740"
"156865280","2300","2300","2300"
"156891776","2220","2220","2220"
"156901760","1570","1570","1570"
"156916992","1020","1020","1020"
"156939264","2320","2320","2320"
"156950912","1880","1880","1880"
"156954496","2080","2080","2080"
"156958976","1990","1990","1990"
"156961152","1850","1850","1850"
"156967296","1860","1860","1860"
"156979968","1420","1420","1420"
"157005568","2250","2250","2250"
"157069312","1810","1810","1810"
"157076224","1760","1760","1760"
"157096448","1880","1880","1880"
"157104000","2130","2130","2130"
"157104128","1630","1630","1630"
"157108864","1770","1770","1770"
"157141632","2000","2000","2000"
"157152000","1450","1450","1450"
"157184896","1620","1620","1620"
"157190144","1870","1870","1870"
"157217536","1390","1390","1390"
"157232256","2180","2180","2180"
"157246208","1530","1530","1530"
"157267456","1630","1630","1630"
"157271424","1990","1990","1990"
"157281152","1610","1610","1610"
"157291264","1910","1910","1910"
"157319040","1820","1820","1820"
"157341952","1790","1790","1790"
"157397376","2200","2200","2200"
"157424000","1810","1810","1810"
"157430912","1590","1590","1590"
"157437952","1770","1770","1770"
"157438848","2330","2330","2330"
"157442304","1490","1490","1490"
"157443712","1620","1620","1620"
"157449344","2400","2400","2400"
"157489920","1860","1860","1860"
"157550080","1820","1820","1820"
"157562240","1970","1970","1970"
"157581824","1650","1650","1650"
"157592960","1780","1780","1780"
"157598592","2200","2200","2200"
"157611648","2170","2170","2170"
"157612672","1820","1820","1820"
"157623040","1855","1855","1855"
"157649280","2320","2320","2320"
"157683456","1540","1540","1540"
"157687680","2100","2100","2100"
"157689728","1790","1790","1790"
"157692544","2180","2180","2180"
"157694720","1790","1790","1790"
"157705728","1920","1920","1920"
"157708928","1680","1680","1680"
"157725312","1830","1830","1830"
"157736192","1900","1900","1900"
"157750656","2360","2360","2360"
"157771392","1540","1540","1540"
"157807360","1610","1610","1610"
"157812224","1980","1980","1980"
"157822080","2220","2220","2220"
"157830272","1520","1520","1520"
"157875072","1620","1620","1620"
"157891328","1830","1830","1830"
"157948160","1780","1780","1780"
"157978112","2020","2020","2020"
"157996416","1500","1500","1500"
"158067584","1780","1780","1780"
"158074240","2050","2050","2050"
"158111360","1330","1330","1330"
"158178304","1960","1960","1960"
"158230656","1990","1990","1990"
"158249600","1860","1860","1860"
"158260096","1485","1485","1485"
"158286080","1860","1860","1860"
"158301440","1660","1660","1660"
"158303872","2110","2110","2110"
"158329728","2050","2050","2050"
"158336640","2180","2180","2180"
"158361984","1320","1320","1320"
"158407296","2160","2160","2160"
"158473216","1730","1730","1730"
"158480384","1955","1955","1955"
"158487040","1790","1790","1790"
"158508928","2090","2090","2090"
"158529664","1710","1710","1710"
"158535296","2110","2110","2110"
"158545024","1845","1845","1845"
"158552192","1610","1610","1610"
"158589312","2040","2040","2040"
"158599296","2030","2030","2030"
"158606848","1920","1920","1920"
"158660736","1590","1590","1590"
"158662912","1810","1810","1810"
"158665984","2210","2210","2210"
"158673792","2030","2030","2030"
"158708736","1650","1650","1650"
"158738304","1880","1880","1880"
"158799744","2110","2110","2110"
"158801024","1470","1470","1470"
"158811648","1200","1200","1200"
"158823680","1800","1800","1800"
"158870144","1040","1040","1040"
"158892032","1520","1520","1520"
"158894848","2230","2230","2230"
"158924032","2370","2370","2370"
"158929408","1960","1960","1960"
"158966784","2165","2165","2165"
"158986880","2066.666748046875","2066.666748046875","2066.666748046875"
